id,name_en,name_pt,desc_en,desc_pt
medic,Medic,Médico,This Skill is used for free during each End Phase. The Survivor and all other Survivors standing in the same Zone may heal 1 Wound (min. 0 Wound). The Survivor earns 1 AP for each Wound healed this way.,Esta Habilidade é usada gratuitamente durante cada Fase Final. O Sobrevivente e todos os outros Sobreviventes em sua Zona podem curar 1 Ferimento (até o total inicial de cada um deles). O Sobrevivente recebe 1 PA para cada Ferimento curado dessa forma.
no_move_actions,No Move Action. Moves with Thorg,Sem Ação de Movimento. Mova com Thorg,This Survivor cannot perform Move Actions. They Move via the Carries Kirag Skill.,Este Sobrevivente não pode realizar Ações de Movimento. Ele se move com a Habilidade Carrega Kirag.
one_free_turtle_power,1 Free Turtle Power,1 Poder de Tartaruga Gratuito,The Survivor can use this Skill once during each of their Turns. The can trigger the Turtle Power ability without the expenditure of a Chi token.,O Sobrevivente pode usar esta Habilidade uma vez em cada um dos Turnos dele. Ele pode ativar a aptidão Poder de Tartaruga sem gastar uma ficha de Qi. OBSERVAÇÃO: Esta Habilidade não pode ser usada se houver Ninjas do Pé na Zona alvo.
once_per_turn_[skill],Once per Turn: [Skill],Uma Vez Por Turno: [Habilidade],The listed Skill can only be used once per Turn.,A Habilidade só pode ser utilizada uma vez por Turno
point_blank,Point-blank,À queima-roupa,"The Survivor can perform Magic and Ranged Actions in their own Zone, no matter the minimum Range. When resolving a Magic or Ranged Action at Range 0, the Survivor freely chooses the targets and can eliminate any type of Zombies. Their Combat spells and Ranged weapons still need to inflict enough Damage to eliminate the targets. Friendly Fire is ignored.","O Sobrevivente pode realizar Ações de Magia e de Longo Alcance em sua Zona desconsiderando o Alcance mínimo. Ao resolver uma Ação de Magia ou de Longo Alcance em Alcance 0, ele escolhe o alvo livremente e pode eliminar qualquer tipo de  zumbi. Seus Feitiços de Combate e armas de Longo Alcance ainda precisam causar Dano suficiente para eliminar os alvos. Fogo Amigo é ignorado. "
powerslave,Powerslave,Powerslave,"Once during each of your Turns, you may spend 1 Action to move all Zombies at Range 1 and in Line of Sight to 1 Zone away.","Uma vez em cada um de seus Turnos, você pode gastar 1 Ação para mover todos os Zumbis em Alcance 1 e no Campo de Visão para 1 Zona de distância."
range_plus_2_[skill],Range 2+: [Skill],Alcance 2+: [Habilidade],The Survivor benefits of the indicated Skill when performing a Ranged Action at Range 2 or more.,O Sobrevivente se beneficia da Habilidade indicada ao realizar uma Ação do tipo especificado em Alcance 2 ou mais.
reach,Reach,Extensão,The Survivor may perform Melee Actions at Range 0-1.,O Sobrevivente pode realizar Ações Corpo a Corpo em Alcance 0-1.
reaper_[action],Reaper: [Action],Ceifador: [Ação] / Letal: [Ação],"This Skill can be used when assigning hits while resolving an Action of the specified type (Combat, Magic, Melee, or Ranged). 1 of these hits can eliminate an additional identical Zombie in the same Zone. Only a single additional Zombie can be eliminated per Action when using this Skill. The Survivor gains the Adrenaline for the additional Zombie.","Use esta Habilidade para atribuir acertosdurante a resolução de uma Ação do tipo especificado (Combate, Magia, Corpo a Corpo ou Longo Alcance). 1 desses acertos pode eliminar gratuitamente um Zumbi idêntico adicional na mesma Zona. Apenas um Zumbi extra pode ser eliminado por Ação ao usar essa Habilidade. O Sobrevivente ganha o PA pelo Zumbi extra. "
regeneration,Regeneration,Regeneração,"During each End Phase, the Survivor’s Health is fully restored to its maximum.","Durante cada Fase Final, a Vida do Sobrevivente é restaurada totalmente."
roll_1_equals_6,Roll 1 = 6,Roll 1 = 6,1s are considered to be 6s on dice rolled for Combat Actions performed by the Survivor.,Rolagens 1 são consideradas 6 para Ações de Combate realizadas pelo Sobrevivente.
roll_6_plus_1_chi,Roll 6: +1 Chi,Resultado 6: +1 Chi,The Survivor earns 1 Chi for each 6 rolled during a Combat Action.,O Sobrevivente ganha 1 Qi para cada resultado 6 rolado durante uma Ação de Combate.
roll_6_plus_1_damage_[action],Roll 6: +1 Damage [Action],Resultado 6: +1 Dano [Ação],"Add 1 to the Damage value of the weapon the Survivor uses for each 6 rolled during an Action of the specified type (Combat, Magic, Melee, or Ranged).","Adicione 1 ao valor de Dano da arma que o Sobrevivente estiver usando para cada 6 rolado em uma Ação do tipo especificado (Combate, Magia, Corpo a Corpo ou Longo Alcance). "
roll_6_plus_1_die_[action],Roll 6: +1 Die [Action],Resultado 6: +1 Dado [Ação],"An additional die can be rolled for each 6 rolled during an Action of the specified type (Combat, Magic, Melee, or Ranged). Keep on rolling additional dice as long as results of 6 keep happening. Game effects that allow re-rolls must be used before rolling any additional dice for this Skill.","Você pode rolar um dado extra para cada 6 rolado em Ações do tipo especificado (Combate, Magia, Corpo a Corpo ou Longo Alcance). Enquanto rolar resultados 6, continue rolando dados extras. Efeitos de jogo que permitem rerrolagens devem ser usados antes de rolar os dados extras advindos dessa Habilidade."
roll_6_plus_1_dice_roll_[action],Roll 6: +1 to dice roll: [Action],Resultado 6: +1 no Resultado: [Ação],"When resolving an Action of the specified type (Combat, Melee, or Ranged), for each result of 6 add 1 to the result of each die (maximum value of 6).",
rotten,Rotten,Apodrecido,"At the end of his Turn, if the Survivor has not resolved a Combat Action (Melee, Ranged or Magic) and not produced a Noise token, place a Rotten token next to his base. As long as he has this token, he is totally ignored by all Zombies and is not considered a Noise token. Zombies don’t attack him and will even walk past him. The Survivor loses his Rotten token if he resolves any kind of Combat Action (Melee, Ranged or Magic) or makes noise. Even with the Rotten token, the Survivor still has to spend extra Actions to move out of a Zone crowded with Zombies.","Ao final do Turno, se o Sobrevivente não realizou nenhuma Ação de Combate (Corpo a Corpo, de Alcance ou de Magia), não disparou uma Arma de Cerco e não produziu uma ficha de Barulho, coloque uma ficha de Apodrecido próxima à miniatura dele. Enquanto ele tiver essa ficha, ele é ignorado totalmente por todos os Zumbis e não é considerado como uma ficha de Barulho. Os Zumbis não o atacam e até mesmo passam direto por ele. O Sobrevivente perde sua ficha de Apodrecido se resolver uma Ação de Combate (Corpo a Corpo, de Alcance ou de Magia), disparar uma Arma de Cerco ou produzir Barulho. Mesmo com a ficha de Apodrecido, o Sobrevivente ainda tem de gastar Ações extras para sair de uma Zona com Zumbis."
ruin_searcher,Ruin Searcher,Escarafunchador de Ruínas ,The Survivor can perform Search Actions in Ruin Zones.,O Sobrevivente pode realizar Ações de Procurar em Zonas de Ruína.
ruin_sight,Ruin Sight,Visão das Ruínas,The Survivor considers Ruin Zones as street Zone when tracing Lines of Sight.,O Sobrevivente considera Zonas de Ruína como Zonas externas ao traçar Campos de Visão.
safe_search,Safe Search,Vasculhada Segura,"This Skill may be used once per Turn, right after the Survivor gets a Aaahh!! card while Searching. The Aaahh!! card is discarded without effect and another card is drawn.","Esta Habilidade pode ser usada uma vez por Turno, logo após o Sobrevivente comprar uma carta Aaahh!! ao Procurar. A carta Aaahh!! é descartada sem efeito e outra carta é comprada."
scavenger,Scavenger,Catador,"The Survivor may Search in any building or street Zone. Normal Search rules apply (no Search in Zones with Zombies, for example).","O Sobrevivente pode Procurar em qualquer Zona interna ou externa. As regras convencionais de Procurar ainda se aplicam (não é possível Procurar em Zonas que tenham Zumbis, por exemplo)."
search_plus_1_card,Search: +1 card,Procura: +1 carta,Draw an extra card when Searching with the Survivor.,Compre uma carta extra ao Procurar com o Sobrevivente.
search_2_cards,Search: 2 Cards,Procurar: 2 Cartas,Draw 2 cards when Searching with the Survivor.,Compre 2 cartas ao Procurar com o Sobrevivente. OBSERVAÇÃO: isso não se acumula com o efeito da carta de Tocha.
shove,Shove,Empurrão,The Survivor can use this Skill for free once during each of their Turns. Select a Zone at Range 1 from the Survivor and within Line of Sight. All Zombies standing in the Survivor’s Zone are pushed to the selected Zone. This is not a Move.,"O Sobrevivente pode usar esta Habilidade uma vez em cada um de seus Turnos, gratuitamente. Escolha uma Zona a Alcance 1 do seu Sobrevivente e dentro do Campo de Visão. Todos os Zumbis na Zona do Sobrevivente são empurrados para a Zona escolhida. Isso não é considerado uma Ação de Movimento."
sidestep,Sidestep,Evasão,"Whenever any Zombie spawns within Range 0-1, the Survivor may immediately perform a free Move Action. The Survivor does not spend extra Actions to perform this free Move Action if Zombies are standing in their Zone. The Survivor may use this Skill once per Zombie card drawn.","Sempre que quaisquer Zumbis aparecerem em Alcance 0-1, o Sobrevivente pode realizar uma Ação de Movimento imediata e gratuitamente. O Sobrevivente não gasta Ações extras para realizar essa Ação de Movimento gratuita se houver Zumbis na Zona dele. O Sobrevivente pode usar essa Habilidade uma vez para cada carta de Zumbi comprada. "
slippery,Slippery,Liso,"The Survivor does not spend extra Actions when they perform a Move Action out of a Zone containing Zombies. The Survivor also ignores Zombies when performing Move Actions (including those allowing them to cross several Zones, like with the Sprint Skill, for example).","O Sobrevivente não gasta Ações extras ao realizar uma Ação de Movimento para sair de uma Zona com Zumbis. O Sobrevivente também ignora os Zumbis ao realizar Ações de Movimento (incluindo aquelas que o permitem cruzar várias Zonas, como a Habilidade Corrida, por exemplo)."
spellbook,Spellbook,Livro de Feitiços,"All Combat spells and Enchantments in the Survivor’s Backpack are considered equipped in Hand. With this Skill, a Survivor could effectively be considered as having several Combat spells and Enchantment cards equipped in Hand. For obvious reasons, they can only use 2 identical Dual Combat Spells at any given time. Choose any combination of 2 before resolving Actions or rolls involving the Survivor.","Todos os Feitiços de Combate e Encantamentos na Mochila do Sobrevivente são tratados como se estivessem em um espaço de Mão. Com esta Habilidade, considera-se que o Sobrevivente tem, efetivamente, vários Feitiços de Combate e cartas de Encantamento equipados nos espaços de Mão. Por motivos óbvios, ele só pode usar 2 Feitiços de Combate Duplos idênticos por vez. Escolha qualquer combinação de 2 antes de resolver Ações ou rolagens envolvendo o Sobrevivente."
spellcaster,Spellcaster,Conjurador / Feiticeiro,The Survivor has 1 free Action that may only be used for a Magic or Enchantment Action.,O Sobrevivente tem 1 Ação gratuita que só pode ser usada para uma Ação de Magia ou de Encantamento.
sprint,Sprint,Corrida,The Survivor can use this Skill once during each of their Turns. They spend 1 Move Action and may move 2 or 3 Zones instead of 1. Entering a Zone containing Zombies still ends the Survivor’s Move Action (except if they have the Slippery Skill).,O Sobrevivente pode usar esta Habilidade uma vez em cada um de seus Turnos. Gaste 1 Ação de Movimento com o Sobrevivente: ele pode se Mover 2 ou 3 Zonas em vez de 1. Entrar em uma Zona com Zumbis ainda encerra a Ação de Movimento do Sobrevivente (exceto se ele tiver a Habilidade Liso). 
starts_with_2_AP,Starts with 2 AP,Começa com 2 PA,The Survivor begins the game with 2 Adrenaline Points.,O Sobrevivente começa o jogo com 2 Pontos de Adrenalina.
steady_hand,Steady Hand,Mão Firme,"The Survivor can ignore other Survivors when missing with a Magic or Ranged Action. This Skill does not apply to game effects killing everything in the targeted Zone (such as Cauldrons or Dragon Fire, for example).","O Sobrevivente ignora outros Sobreviventes à sua escolha ao errar uma Ação de Magia ou de Longo Alcance. Essa Habilidade não se aplica a efeitos de jogo que matam tudo na Zona alvo (como Caldeirões ou Fogo de Dragão, por exemplo). "
super_strength,Super strength,Superforça,Consider the Damage value of Melee weapons used by the Survivor to be 3.,Considere que o Dano das armas Corpo a Corpo usadas pelo Sobrevivente é 3.
starts_with_[equipment],Starts with a [Equipment],Começa com um(a) [Equipamento] ,The Survivor begins the game with the indicated Equipment; its card is automatically assigned to him during Setup.,O Sobrevivente começa o jogo com o Equipamento indicado. Ele recebe a carta durante a Preparação. 
swordmaster,Swordmaster,Mestre Espadachim,The Survivor treats all Melee weapons as if they had the Dual symbol.,O Sobrevivente trata todas as armas Corpo a Corpo como se tivessem o símbolo de Dupla.
tactician,Tactician,Estrategista,"The Survivor’s Turn can be resolved any time during the Players Phase, before or after any other Survivor’s Turn. If several Survivors benefit from this Skill, players choose their Turn order.","O Turno do Sobrevivente pode ser resolvido a qualquer momento durante a Fase dos Jogadores, antes ou depois do Turno de qualquer outro Sobrevivente. Se vários Sobreviventes se beneficiarem dessa Habilidade, os jogadores escolhem a ordem dos Turnos."
taunt,Taunt,Provocação / Provocar,The Survivor can use this Skill for free once during each of their Turns. Select a Zone the Survivor has Line of Sight to. All Zombies standing in the selected Zone immediately gain an extra Activation. They try to reach the taunting Survivor by any means available. Taunted Zombies ignore all other Survivors. They do not attack them and leave the Zone they are standing in if needed to reach the taunting Survivor.,"O Sobrevivente pode usar esta Habilidade uma vez em cada um de seus Turnos, gratuitamente. Escolha uma Zona para a qual o Sobrevivente tenha Campo de Visão. Todos os Zumbis na Zona escolhida ganham uma Ativação extra imediatamente. Eles tentam alcançar o Sobrevivente provocador de qualquer maneira. Zumbis provocados ignoram todos os outros Sobreviventes. Eles não os atacam e, se necessário, saem de suas Zonas para chegar ao Sobrevivente provocador. "
throw,Throw,,"The Survivor can use this Skill, for free, once during each of their Turns. Choose an Actor in the same Zone (Dragons and Giants are excluded). The Actor’s miniature is removed from the Zone, then placed in a target Zone within Range 1-2 and Line Of Sight of the thrower. A Ranged Attack is then performed in the target Zone: it automatically hits a Zombie, ignoring the thrown Actor. The Attack inflicts as much Damage as an equipped weapon of the thrown Survivor or the Damage value of the thrown Zombie. ",
tough,Tough,Durão,The Survivor ignores the first Wound they receive during each Attack Step (Zombies Phase) and during Friendly Fire (Survivor’s Magic or Ranged Action).,O Sobrevivente ignora o primeiro Ferimento recebido durante cada Passo de Ataque (Fase dos Zumbis) e causado por Fogo Amigo (Ação de Magia ou de Longo Alcance dos Sobreviventes). 
trasform_werewolf,Transform into Lotas (Werewolf),Transforma em Lotas (Lobisomem),Trade the Survivor for Lotas (Werewolf),Troque osobrevivente por Lotas (Lobisomem)
transmutation,Transmutation,Transmutação,"The Survivor can use this Skill as often as they please during each of their Turns. They spend an Action and discard an Equipment card from their Inventory to draw a new Equipment card. This is not a Search Action. ""Aaahh!!"" cards are resolved as usual.","O Sobrevivente pode usar esta Habilidade quantas vezes quiser em cada um dos Turnos dele. Ele gasta 1 Ação e descarta uma carta de Equipamento do próprio inventário. Então, ele compra uma nova carta de Equipamento. Em seguida, o Sobrevivente pode reorganizar o próprio inventário gratuitamente. Isso não é considerado como um Ação de Procurar. As cartas “Aaahh!!” são resolvidas normalmente."
trick_shot,Trick shot,Agilidade,"When the Survivor is equipped with Dual Combat spells or Ranged weapons, he can aim at different Zones with each spell/weapon in the same Action.","Quando o Sobrevivente está equipado com armas de Alcance Duplas ou Feitiços de Combate Duplos, ele pode alvejar Zonas diferentes com cada feitiço/arma na mesma Ação."
turtle_bonus_[skill],Turtle Bonus [Skill],Bônus de Tartaruga: [Habilidade],"Whenever the Survivor uses the Turtle Power ability, they get the specified Skill in addition to any other they choose for this Combat Action.","Sempre que o Sobrevivente usa a aptidão Poder de Tartaruga, ele recebe a Habilidade indicada além de qualquer outra que escolher para a Ação de Combate subsequente. EXEMPLO: Donatello tem o Bônus de Tartaruga: +2 dados: Combate. Sempre que ele escolhe +1 no resultado: Combate ou Dano 2: Combate com um Poder de Tartaruga, ele recebe +2 dados: Combate como bônus. "
turtle_focus_plus_2_dice_roll_combat,Turtle Focus: +2 to Dice Roll: Combat,Foco de Tartaruga: +2 no Resultado: Combate,"Whenever the Survivor chooses +1 to dice roll: Combat with the Turtle Power ability, they get +2 to dice roll: Combat instead.","Sempre que o Sobrevivente escolhe +1 no Resultado: Combate com um Poder de Tartaruga, ele recebe +2 no Resultado: Combate em vez disso. O Sobrevivente adiciona 2 ao resultado de cada dado rolado em Ações de Combate. O resultado máximo é sempre 6, e 1 é sempre uma falha."
turtle_focus_plus_3_dice_combat,Turtle Focus:+3 Dice: Combat,Foco de Tartaruga: +3 Dados: Combate,"Whenever the Survivor chooses +2 dice: Combat with the Turtle Power ability, they get +3 dice: Combat instead. Survivor's weapons rolls 3 extra dice with Combat Actions. Dual weapons each gain 3 dice, for a total of +6 dice per Dual Action of the specified type.","Sempre que o Sobrevivente escolher +2 Dados: Combate com um Poder de Tartaruga, ele ganha +3 Dados: Combate em vez disso. Cada uma das armas do Sobrevivente rola 3 dados extras em Ações de Combate. Armas Duplas ganham 3 dados extras cada, totalizando +6 dados por Ação Dupla do tipo especificado."
turtle_focus_damage_3_combat,Turtle Focus: Damage 3: Combat,Foco de Tartaruga: Dano 3: Combate,"Whenever the Survivor chooses Damage 2: Combat with the Turtle Power ability, they get Damage 3: Combat instead. Whenever the Survivor performs Combat Actions, the Damage value can be changed to 3.","Sempre que o Sobrevivente escolher Dano 2: Combate com um Poder de Tartaruga, ele recebe Dano 3: Combate em vez disso. Sempre que o Sobrevivente realiza Ações de Combate, o valor do Dano pode ser alterado para 3."
turtle_power_2_for_1,Turtle Power: 2 for 1,Poder de Tartaruga: 2 por 1,The Survivor chooses 2 Skills from the list (instead of 1) whenever they use the Turtle Power ability.,O Sobrevivente escolhe 2 Habilidades da lista (em vez de 1) sempre que usa a aptidão Poder de Tartaruga.
vault_picker,Vault Picker,Trapeiro de Cripta,The Survivor can pick up Vault Weapon cards dropped by Abominations and Necromancers up to 1 Zone away and within Line of Sight. An open path between both Zones is required.,O Sobrevivente pode pegar cartas de Armas da Cripta que Abominações e Necromantes deixaram cair a até 1 Zona de distância e dentro do Campo de Visão. É necessário um caminho aberto entre as duas Zonas. 
wall_climber,Wall Climber,Escalador de Muralhas,The Survivor can enter and leave Battlement Walkways without using Stairs or Rope Ladders.,O Sobrevivente pode entrar e sair de Passadiços de Ameias sem usar Escadas ou Escadas de Corda.
warden_killers,Warden Killers,,Consider Warden Brutes as standard Brutes for Combat Actions.,
zombie_link,Zombie link,Conexão Zumbi,"The Survivor plays an extra Turn each time a Zombie Siege or an Extra Activation card is drawn from the Zombie pile. They play before the Zombies. If several Survivors benefit from this Skill at the same time, players choose their Turn order.","O Sobrevivente realiza um Turno extra sempre que uma carta de Cerco de Zumbis ou Ativação Extra for comprada do baralho de Zumbis. Ele joga antes dos Zumbis. Se vários Sobreviventes se beneficiarem dessa Habilidade, os jogadores escolhem a ordem dos Turnos."
