id,name,set,body,blue1,tag_blue1,blue2,tag_blue2,yellow,orange1,tag_orange1,orange2,tag_orange2,red1,tag_red1,red2,tag_red2,red3,tag_red3,image
kabral,Kabral,Friends and Foes,heavy_dagger,shove,,,,plus_1_action,barbarian,,bloodlust_[action],melee,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,plus_1_roll_[action],melee,https://static.wikia.nocookie.net/zombicide/images/9/96/Kabral.png
katelyn,Katelyn,Friends and Foes,horn_bow,brother_in_arms_[game_effect],plus_1_die_[action]:combat,,,plus_1_action,plus_1_free_[action]_action,melee,sprint,,plus_1_free_[action]_action,move,plus_1_free_[action]_action,combat,roll_6_plus_1_damage_[action],combat,https://static.wikia.nocookie.net/zombicide/images/6/6f/Katelyn.png
solveig,Solveig,Friends and Foes,heavy_sword,born_leader,,,,plus_1_action,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],iron_hide,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,bloodlust_[action],melee,https://static.wikia.nocookie.net/zombicide/images/6/65/Solveig.png
anton_guffen,Anton Guffen,Horde Box,repulse,iron_hide,,,,plus_1_action,plus_1_free_[action]_action,magic,plus_1_zone_move,,plus_1_free_[action]_action,combat,point_blank,,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/c/c8/AntonGuffen.png
asmodeus,Asmodeus,Horde Box,curved_dagger,starts_with_[equipment],curved_dagger,,,plus_1_action,plus_1_die_[action],melee,slippery,,plus_1_damage_[action],melee,rotten,,taunt,,https://static.wikia.nocookie.net/zombicide/images/3/34/Asmodeus.png
badger,Badger,Horde Box,healing,plus_1_free_[action]_action,melee,,,plus_1_action,regeneration,,swordmaster,,plus_1_die_[action],melee,plus_1_roll_[action],melee,ironclad_[zombie],abomination,https://static.wikia.nocookie.net/zombicide/images/f/ff/Badger.png
billy,Billy,Horde Box,norse_shield,lifesaver,,,,plus_1_action,bloodlust_[action],melee,plus_1_roll_[action],melee,plus_1_free_[action]_action,melee,reaper_[action],melee,roll_6_plus_1_die_[action],melee,https://static.wikia.nocookie.net/zombicide/images/9/95/Billy.png
brangednog,Brangednog,Horde Box,dwarven_hammer,starts_with_[equipment],dwarven_hammer,,,plus_1_action,bloodlust_[action],melee,iron_hide,,plus_1_free_[action]_action,combat,ironclad_[zombie],walker,tough,,https://static.wikia.nocookie.net/zombicide/images/7/7f/Brannog.png
brix_moonshine,Brix Moonshine,Horde Box,curved_dagger,brother_in_arms_[game_effect],search_plus_1_card,taunt,,plus_1_action,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,barbarian,,mana_rain,,https://static.wikia.nocookie.net/zombicide/images/0/04/BrixMoonshine.png
cassius,Cassius,Horde Box,falchion,battle_rage,,,,plus_1_action,plus_1_free_[action]_action,melee,swordmaster,,plus_1_die_[action],melee,ironclad_[zombie],brute,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/7/7f/Cassius.png
countess_ordelia,Countess Ordelia,Horde Box,hand_crossbow,born_leader,,,,plus_1_action,brother_in_arms_[game_effect],plus_1_free_[action]_action:move,reaper_[action],ranged,plus_1_roll_[action],ranged,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,taunt,,https://static.wikia.nocookie.net/zombicide/images/e/e2/CountessOrdelia.png
earl_jaimie,Earl Jaimie,Horde Box,death_gale,zombie_link,,,,plus_1_action,born_leader,,double_casting,,plus_1_free_[action]_action,combat,plus_1_roll_[action],magic,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/0/05/EarlJaimie.png
finarton,Finarton,Horde Box,only_great_axe_or_shield,giant,,throw,,plus_1_action,reach,,slippery,,plus_1_roll_[action],melee,barbarian,,battle_rage,,https://static.wikia.nocookie.net/zombicide/images/0/0b/Finarton.png
fylguria,Fylguria,Horde Box,lightning_ball,jump,,,,plus_1_action,plus_1_free_[action]_action,magic,born_leader,,plus_1_free_[action]_action,magic,plus_1_free_[action]_action,move,mana_rain,,https://static.wikia.nocookie.net/zombicide/images/b/b2/Fylguria.png
gannicus,Gannicus,Horde Box,tremor,taunt,,,,plus_1_action,plus_1_free_[action]_action,melee,shove,,plus_1_damage_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,https://static.wikia.nocookie.net/zombicide/images/7/72/Gannicus.png
grayson_grüber,Grayson Grüber,Horde Box,death_gale,plus_1_free_[action]_action,magic,,,plus_1_action,spellbook,,spellcaster,,plus_1_damage_[action],magic,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,enchantment,https://static.wikia.nocookie.net/zombicide/images/f/f4/GraysonGruber.png
hyg,Hyg,Horde Box,great_axe,brother_in_arms_[game_effect],plus_1_die_[action]:combat,,,plus_1_action,bloodlust_[action],melee,born_leader,,plus_1_free_[action]_action,melee,brother_in_arms_[game_effect],plus_1_free_[action]_action:melee,swordmaster,,https://static.wikia.nocookie.net/zombicide/images/4/4c/Hyg.png
hyld,Hyld,Horde Box,norse_shield,starts_with_[equipment],norse_shield,,,plus_1_action,plus_1_die_[action],melee,plus_1_roll_[action],melee,plus_1_free_[action]_action,melee,born_leader,,lifesaver,,https://static.wikia.nocookie.net/zombicide/images/6/6e/Hyld.png
jeanne,Jeanne,Horde Box,dragon_bile,born_leader,,,,plus_1_action,bloodlust_[action],melee,brother_in_arms_[game_effect],plus_1_die_[action]:combat,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_die_[action]:combat,https://static.wikia.nocookie.net/zombicide/images/e/e7/Jeanne.png
kelsey,Kelsey,Horde Box,healing,plus_1_free_[action]_action,enchantment,,,plus_1_action,double_casting,,spellbook,,plus_1_max_range,,plus_1_roll_[action],magic,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/f/f6/Kelsey.png
lividia,Lividia,Horde Box,norse_shield,plus_1_free_[action]_action,combat,,,plus_1_action,plus_1_free_[action]_action,melee,marksman,,plus_1_die_[action],combat,plus_1_free_[action]_action,move,lifesaver,,https://static.wikia.nocookie.net/zombicide/images/5/51/Lividia.png
lorentz,Lorentz,Horde Box,longbow,plus_1_max_range,,,,plus_1_action,plus_1_free_[action]_action,ranged,marksman,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,plus_1_roll_[action],ranged,https://static.wikia.nocookie.net/zombicide/images/d/d9/Lorentz.png
princess_ayla,Princess Ayla,Horde Box,tremor,super_strength,,,,plus_1_action,plus_1_free_[action]_action,melee,lifesaver,,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,shove,,https://static.wikia.nocookie.net/zombicide/images/e/e6/PrincessAyla.png
rocco,Rocco,Horde Box,ghost_sight,starts_with_[equipment],crossbow,,,plus_1_action,plus_1_free_[action]_action,enchantment,plus_1_max_range,,plus_1_die_[action],ranged,plus_1_roll_[action],ranged,hit_run,,https://static.wikia.nocookie.net/zombicide/images/1/1c/Rocco.png
ryan_john,Ryan John,Horde Box,norse_shield,lucky,,roll_6_plus_1_die_[action],melee,plus_1_action,plus_1_roll_[action],melee,born_leader,,plus_1_free_[action]_action,melee,barbarian,,bloodlust_[action],melee,https://static.wikia.nocookie.net/zombicide/images/b/b0/RyanJohn.png
sigrun,Sigrun,Horde Box,scimitar,hit_run,,,,plus_1_action,plus_1_free_[action]_action,move,charge,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,plus_1_zone_move,,https://static.wikia.nocookie.net/zombicide/images/6/65/Sigrun.png
sir_schwarz,Sir Schwarz,Horde Box,norse_sword,is_that_all_youve_got,,,,plus_1_action,plus_1_free_[action]_action,melee,regeneration,,plus_1_roll_[action],melee,charge,,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/3/37/SirSchwarz.png
spearhead,Spearhead,Horde Box,torch,jump,,,,plus_1_action,ambidextrous,,iron_rain,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,frenzy_[action],combat,https://static.wikia.nocookie.net/zombicide/images/c/ce/Spearhead.png
the_deathmaster,The Deathmaster,Horde Box,great_axe,reaper_[action],melee,taunt,,plus_1_action,bloodlust_[action],melee,plus_1_roll_[action],melee,plus_1_free_[action]_action,melee,barbarian,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/d/d3/TheDeathmaster.png
the_marquis,The Marquis,Horde Box,falchion,jump,,swordmaster,,plus_1_action,plus_1_die_[action],melee,born_leader,,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],melee,https://static.wikia.nocookie.net/zombicide/images/c/cd/TheMarquis.png
thomas,Thomas,Horde Box,healing,plus_1_free_[action]_action,enchantment,,,plus_1_action,plus_1_free_[action]_action,melee,spellcaster,,plus_1_die_[action],melee,plus_1_free_[action]_action,magic,plus_1_roll_[action],magic,https://static.wikia.nocookie.net/zombicide/images/4/42/Thomas.png
ygraine,Ygraine,Horde Box,norse_sword,plus_1_roll_[action],melee,,,plus_1_action,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_damage_[action],melee,bloodlust_[action],melee,hit_run,,https://static.wikia.nocookie.net/zombicide/images/2/25/Ygraine.png
zanzibar,Zanzibar,Horde Box,ghost_sight,spellbook,,spellcaster,,plus_1_action,plus_1_free_[action]_action,magic,born_leader,,plus_1_die_[action],magic,double_casting,,mana_rain,,https://static.wikia.nocookie.net/zombicide/images/2/24/Zanzibar.png
zee,Zee,Horde Box,telekinetic_blast,plus_1_free_[action]_action,enchantment,,,plus_1_action,spellbook,,spellcaster,,plus_1_free_[action]_action,magic,double_casting,,ironclad_[zombie],abomination,https://static.wikia.nocookie.net/zombicide/images/9/9d/Zee.png
liam,Liam,Liam Box,curved_dagger,zombie_link,,,,plus_1_action,plus_1_damage_[action],melee,slippery,,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,rotten,,https://static.wikia.nocookie.net/zombicide/images/1/15/Liam.png
north_the_halfling,North the Halfling,North the Halfling Box,torch,plus_1_free_[action]_action,search,,,plus_1_action,plus_1_die_[action],combat,slippery,,plus_1_free_[action]_action,move,lucky,,,,https://static.wikia.nocookie.net/zombicide/images/f/fe/NorthTheHalfling.png
carol_black_oak,Carol Black-Oak,Special Guest Paul Bonner 2,dwarven_hammer,collector_[zombie],runner,,,plus_1_action,collector_[zombie],brute,reaper_[action],melee,plus_1_free_[action]_action,combat,charge,,collector_[zombie],walker,https://static.wikia.nocookie.net/zombicide/images/5/5e/CarolBlackOak.png
kirag,Kirag,Special Guest Paul Bonner 2,dwarven_hammer,tactician,,no_move_actions,,plus_1_action,born_leader,,plus_1_max_range,,brother_in_arms_[game_effect],plus_1_die_[action]:combat,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,brother_in_arms_[game_effect],iron_hide,https://static.wikia.nocookie.net/zombicide/images/b/b6/Kirag.png
thorg,Thorg,Special Guest Paul Bonner 2,dragon_bile,plus_1_free_[action]_action,move,carries_kirag,,plus_1_action,jump,,slippery,,brother_in_arms_[game_effect],plus_1_damage_[action]:melee,brother_in_arms_[game_effect],plus_1_die_[action]:combat,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,https://static.wikia.nocookie.net/zombicide/images/9/98/Thorg.png
tola,Tola,Special Guest Paul Bonner 2,norse_shield,plus_1_damage_[action],melee,,,plus_1_action,barbarian,,bloodlust_[action],melee,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,shove,,https://static.wikia.nocookie.net/zombicide/images/8/85/Tola.png
birmbauer,Birmbauer,Special Guest Sean A Murray,lightning_ball,starts_with_[equipment],lightning_ball,,,plus_1_action,plus_1_die_[action],magic,plus_1_max_range,,plus_1_die_[action],magic,plus_1_free_[action]_action,magic,point_blank,,https://static.wikia.nocookie.net/zombicide/images/2/25/Birmbauer.png
kendra,Kendra,Special Guest Sean A Murray,telekinetic_blast,slippery,,,,plus_1_action,plus_1_free_[action]_action,magic,plus_1_roll_[action],melee,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,plus_1_roll_[action],magic,https://static.wikia.nocookie.net/zombicide/images/8/88/Kendra.png
spellbones,Spellbones,Special Guest Sean A Murray,ghost_sight,lucky,,,,plus_1_action,plus_1_roll_[action],magic,zombie_link,,plus_1_free_[action]_action,magic,roll_6_plus_1_die_[action],magic,rotten,,https://static.wikia.nocookie.net/zombicide/images/2/2f/Spellbones.png
ultimate_ann,Ultimate Ann,Black Plague Ultimate Survivors,shield,bloodlust_[action],melee,iron_hide,,plus_1_action,plus_1_free_[action]_action,melee,spellcaster,,plus_1_damage_[action],combat,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,https://static.wikia.nocookie.net/zombicide/images/3/30/AnnUltimate.png
ultimate_baldric,Ultimate Baldric,Black Plague Ultimate Survivors,any_enchantment,plus_1_die_[action],combat,spellcaster,,plus_1_action,plus_1_free_[action]_action,combat,spellbook,,plus_1_die_[action],magic,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,https://static.wikia.nocookie.net/zombicide/images/6/64/BaldricUltimate.png
ultimate_clovis,Ultimate Clovis,Black Plague Ultimate Survivors,shield,plus_1_die_[action],melee,taunt,,plus_1_action,plus_1_free_[action]_action,melee,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,plus_1_roll_[action],combat,brother_in_arms_[game_effect],plus_1_free_[action]_action:combat,hit_run,,https://static.wikia.nocookie.net/zombicide/images/5/53/ClovisUltimate.png
ultimate_nelly,Ultimate Nelly,Black Plague Ultimate Survivors,dagger,plus_1_free_[action]_action,move,lifesaver,,plus_1_action,bloodlust_[action],melee,shove,,plus_1_free_[action]_action,combat,plus_1_roll_[action],combat,plus_1_zone_move,,https://static.wikia.nocookie.net/zombicide/images/3/30/NellyUltimate.png
ultimate_samson,Ultimate Samson,Black Plague Ultimate Survivors,hammer,charge,,iron_hide,,plus_1_action,plus_1_roll_[action],combat,barbarian,,plus_1_damage_[action],melee,plus_1_free_[action]_action,combat,roll_6_plus_1_die_[action],melee,https://static.wikia.nocookie.net/zombicide/images/9/9e/SamsonUltimate.png
ultimate_silas,Ultimate Silas,Black Plague Ultimate Survivors,longbow,plus_1_max_range,,plus_1_roll_[action],ranged,plus_1_action,plus_1_free_[action]_action,ranged,marksman,,plus_1_free_[action]_action,combat,iron_rain,,roll_6_plus_1_die_[action],ranged,https://static.wikia.nocookie.net/zombicide/images/3/3e/SilasUltimate.png
lion_o,Lion-O,Thundercats Pack 1,sword_of_omens_or_claw_shield,born_leader,,,,plus_1_action,destiny,,roll_6_plus_1_die_[action],combat,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_die_[action]:combat,shove,,https://static.wikia.nocookie.net/zombicide/images/4/4e/LionO.png
cheetara,Cheetara,Thundercats Pack 1,cheetaras_bo_staff,sprint,,,,plus_1_action,blitz,,charge,,two_zones_move,,slippery,,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/0/0b/Cheetara.png
snarf,Snarf,Thundercats Pack 1,shield,hold_your_nose,,,,plus_1_action,brother_in_arms_[game_effect],plus_1_die_[action]:combat,slippery,,lifesaver,,lucky,,roll_6_plus_1_die_[action],combat,https://static.wikia.nocookie.net/zombicide/images/2/2f/Snarf.png
slithe,Slithe,Thundercats Pack 1,slithes_battleaxe,born_leader,,,,plus_1_action,plus_1_roll_[action],combat,bloodlust_[action],melee,charge,,frenzy_[action],combat,barbarian,,https://static.wikia.nocookie.net/zombicide/images/6/60/Slithe.png
panthro,Panthro,Thundercats Pack 2,panthros_nunchuck,tough,,,,plus_1_action,battle_rage,,taunt,,plus_1_free_[action]_action,melee,ironclad_[zombie],walker,super_strength,,
tygra,Tygra,Thundercats Pack 2,tygras_bolo_whip,tactician,,,,plus_1_action,plus_1_max_range,,double_casting,,plus_1_roll_[action],magic,shove,,spellcaster,,
wilykit,WilyKit,Thundercats Pack 2,kits_and_kats_bombs_and_capsules,low_profile,,,,plus_1_action,sprint,,trick_shot,,plus_1_free_[action]_action,move,plus_1_free_[action]_action,ranged,slippery,,
wilykat,WilyKat,Thundercats Pack 2,kits_and_kats_bombs_and_capsules,hit_run,,,,plus_1_action,low_profile,,marksman,,two_zones_move,,slippery,,zombie_link,,
jackalman,Jackalman,Thundercats Pack 2,axe,plus_1_die_[action],melee,,,plus_1_action,brother_in_arms_[game_effect],plus_1_die_[action]:ranged,charge,,plus_1_free_[action]_action,melee,roll_6_plus_1_die_[action],ranged,shove,,
pharaoh_eddie,Pharaoh Eddie,Iron Maiden Pack 1,fireball,powerslave,,,,plus_1_action,plus_1_free_[action]_action,ranged,spellbook,,plus_1_free_[action]_action,magic,born_leader,,brother_in_arms_[game_effect],plus_1_die_[action]:ranged,https://static.wikia.nocookie.net/zombicide/images/8/84/PharaohEddie_IM.png
reaper_eddie,Reaper Eddie,Iron Maiden Pack 1,reapers_scythe,dance_of_death,,,,plus_1_action,jump,,tactician,,plus_1_free_[action]_action,melee,bloodlust_[action],melee,lucky,,https://static.wikia.nocookie.net/zombicide/images/8/89/ReaperEddie_IM.png
samurai_eddie,Samurai Eddie,Iron Maiden Pack 1,maiden_japan,flash_of_the_blade,,,,plus_1_action,bloodlust_[action],melee,taunt,,plus_1_free_[action]_action,melee,reaper_[action],melee,slippery,,
mummy_eddie,Mummy Eddie,Iron Maiden Pack 2,lightning_ball,heaven_can_wait,,,,plus_1_action,plus_1_roll_[action],melee,ironclad_[zombie],walker,bloodlust_[action],melee,lifesaver,,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/f/f0/ShamanEddie_IM.png
shaman_eddie,Shaman Eddie,Iron Maiden Pack 2,dagger,death_or_glory,,,,plus_1_action,plus_1_free_[action]_action,enchantment,plus_1_free_[action]_action,magic,double_casting,,frenzy_[action],magic,slippery,,
annalisa,Annalisa,La Compagnia Della Forca,longbow,marksman,,,,plus_1_action,plus_1_die_[action],ranged,plus_1_roll_[action],ranged,plus_1_max_range,,reaper_[action],ranged,roll_6_plus_1_die_[action],ranged,https://static.wikia.nocookie.net/zombicide/images/b/bc/Annalisa.png
bertrand,Bertrand,La Compagnia Della Forca,transmutation,slippery,,,,plus_1_action,plus_1_die_[action],ranged,free_reload,,plus_1_free_[action]_action,ranged,brother_in_arms_[game_effect],plus_1_roll_[action]:combat,trick_shot,,https://static.wikia.nocookie.net/zombicide/images/a/a8/Bertrand.png
brand,Brand,La Compagnia Della Forca,short_sword,hit_run,,,,plus_1_action,plus_1_die_[action],combat,born_leader,,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,move,tactician,,https://static.wikia.nocookie.net/zombicide/images/9/90/Bran.png
captain_goliath,Captain Goliath,La Compagnia Della Forca,hammer,starts_with_[equipment],hammer,,,plus_1_action,plus_1_die_[action],melee,plus_1_roll_[action],melee,plus_1_damage_[action],melee,plus_1_free_[action]_action,melee,tactician,,https://static.wikia.nocookie.net/zombicide/images/4/48/CaptainGoliath.png
ciacco,Ciacco,La Compagnia Della Forca,axe,starts_with_[equipment],axe,,,plus_1_action,plus_1_die_[action],melee,lifesaver,,plus_1_damage_[action],melee,bloodlust_[action],melee,break_in,,https://static.wikia.nocookie.net/zombicide/images/5/5e/Ciacco.png
doctor_nadir,Doctor Nadir,La Compagnia Della Forca,transmutation,spellcaster,,,,plus_1_action,plus_1_die_[action],magic,spellbook,,plus_1_damage_[action],magic,plus_1_free_[action]_action,magic,mana_rain,,https://static.wikia.nocookie.net/zombicide/images/9/94/DoctorNadir.png
grand_vizier,Grand Vizier,La Compagnia Della Forca,crocca,starts_with_[equipment],crocca,,,plus_1_action,plus_1_free_[action]_action,magic,spellbook,,plus_1_die_[action],magic,spellcaster,,zombie_link,,https://static.wikia.nocookie.net/zombicide/images/7/70/GrandVizier.png
imperial_messenger,Imperial Messenger,La Compagnia Della Forca,healing,taunt,,,,plus_1_action,two_zones_move,,brother_in_arms_[game_effect],search_plus_1_card,plus_1_free_[action]_action,move,plus_1_free_[action]_action,search,born_leader,,https://static.wikia.nocookie.net/zombicide/images/3/3b/ImperialMessenger.png
rosencranz,Rosencranz,La Compagnia Della Forca,torch,lucky,,,,plus_1_action,plus_1_free_[action]_action,search,scavenger,,ambidextrous,,destiny,,lifesaver,,https://static.wikia.nocookie.net/zombicide/images/1/1b/Rosencranz.png
sir_crumb,Sir Crumb,La Compagnia Della Forca,shield,low_profile,,,,plus_1_action,brother_in_arms_[game_effect],plus_1_die_[action]:melee,iron_hide,,lifesaver,,lucky,,slippery,,https://static.wikia.nocookie.net/zombicide/images/d/d3/SirCrumb.png
sir_percy,Sir Percy,La Compagnia Della Forca,sword,starts_with_[equipment],sword,,,plus_1_action,plus_1_damage_[action],sword,plus_1_roll_[action],melee,plus_1_die_[action],melee,plus_1_free_[action]_action,combat,roll_6_plus_1_die_[action],melee,https://static.wikia.nocookie.net/zombicide/images/f/f9/SirPercy.png
the_sparrow,The Sparrow,La Compagnia Della Forca,sword,plus_1_damage_[action],sword,,,plus_1_action,spellcaster,,tactician,,plus_1_free_[action]_action,combat,reaper_[action],melee,slippery,,https://static.wikia.nocookie.net/zombicide/images/5/5a/TheSparrow.png
cord_dankwart,Cord Dankwart,Comic Book Extras (Road to Hell),great_sword,starts_with_[equipment],sword,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_roll_[action],melee,search_plus_1_card,,plus_1_free_[action]_action,combat,brother_in_arms_[game_effect],plus_1_roll_[action]:combat,tactician,,https://static.wikia.nocookie.net/zombicide/images/f/f2/CordDankwart.png
drakka,Drakka,Comic Book Extras (Road to Hell),great_axe,plus_1_die_[action],melee,guards_[skill],plus_1_roll_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,tough,,plus_1_damage_[action],melee,battle_rage,,born_leader,,https://static.wikia.nocookie.net/zombicide/images/7/73/Drakka.png
einar,Einar,Comic Book Extras (Road to Hell),disintegrate,plus_1_die_[action],magic,guards_[skill],steady_hand,plus_1_action,plus_1_free_[action]_action,magic,trick_shot,,frenzy_[action],magic,mana_rain,,spellcaster,,https://static.wikia.nocookie.net/zombicide/images/9/9e/Einar.png
freya,Freya,Comic Book Extras (Road to Hell),dagger,hold_your_nose,,guards_[skill],hit_run,plus_1_action,charge,,search_plus_1_card,,plus_1_free_[action]_action,melee,slippery,,sprint,,https://static.wikia.nocookie.net/zombicide/images/2/29/Freya.png
lewyn,Lewyn,Comic Book Extras (Road to Hell),lightning_bolt,spellbook,,guards_evade,,plus_1_action,plus_1_free_[action]_action,enchantment,point_blank,,plus_1_free_[action]_action,magic,plus_1_roll_[action],magic,double_casting,,https://static.wikia.nocookie.net/zombicide/images/f/f0/Lewyn.png
lotas,Lotas,Comic Book Extras (Road to Hell),sword,lucky,,guards_[skill],lucky,plus_1_action,trasform_werewolf,,,,,,,,,,https://static.wikia.nocookie.net/zombicide/images/6/69/Lotas.png
lotas_(werewolf),Lotas (Werewolf),Comic Book Extras (Road to Hell),sword,bloodlust_[action],melee,guards_[skill],damage_2_[action]:melee,plus_1_action,plus_1_free_[action]_action,melee,frenzy_[action],melee,regeneration,,sprint,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/9/91/LotasWerewolf.png
marike,Marike,Comic Book Extras (Road to Hell),great_axe,barbarian,,guards_[skill],tough,plus_1_action,plus_1_roll_[action],melee,roll_6_plus_1_die_[action],combat,plus_1_free_[action]_action,combat,battle_rage,,frenzy_[action],melee,https://static.wikia.nocookie.net/zombicide/images/d/d9/Marike.png
neto_orash,Neto Orash,Comic Book Extras (Road to Hell),sword,born_leader,,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_roll_[action],melee,tactician,,plus_1_die_[action],melee,plus_1_free_[action]_action,melee,swordmaster,,https://static.wikia.nocookie.net/zombicide/images/8/87/NetoOrash.png
otto,Otto,Comic Book Extras (Road to Hell),sword,taunt,,guards_push,,plus_1_action,plus_1_die_[action],combat,is_that_all_youve_got,,plus_1_free_[action]_action,comabt,bloodlust_[action],melee,reaper_[action],melee,https://static.wikia.nocookie.net/zombicide/images/f/f6/Otto.png
otto_(armored),Otto (Armored),Comic Book Extras (Road to Hell),sword,iron_hide,,guards_evade,,plus_1_action,plus_1_free_[action]_action,melee,tough,,ironclad_[zombie],brute,shove,,super_strength,,https://static.wikia.nocookie.net/zombicide/images/2/25/OttoArmored.png
rainer,Rainer,Comic Book Extras (Road to Hell),war_bow,marksman,,guards_[skill],iron_rain,plus_1_action,point_blank,,tactician,,plus_1_damage_[action],ranged,plus_1_free_[action]_action,ranged,iron_rain,,https://static.wikia.nocookie.net/zombicide/images/f/f3/Rainer.png
dragomir,Dragomir,White Death,crossbow,plus_1_die_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,range_plus_2_[skill],plus_1_damage_[action]:ranged,plus_1_roll_[action],ranged,escalation_[action],ranged,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/a/ad/Dragomir_WD.png
dragomir_ee,Dragomir EE,White Death,crossbow_(chi),plus_1_die_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,plus_1_free_[action]_action,ranged,range_plus_2_[skill],plus_1_damage_[action]:ranged,plus_1_roll_[action],ranged,escalation_[action],ranged,iron_hide,,https://static.wikia.nocookie.net/zombicide/images/a/ad/Dragomir_WD.png
jenia,Jenia,White Death,horn_bow,plus_1_die_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,chi_[skill],plus_1_damage_[action]:ranged,plus_1_free_[action]_action,ranged,plus_1_roll_[action],ranged,iron_hide,,chi_[skill],iron_rain,https://static.wikia.nocookie.net/zombicide/images/9/91/Jenia_WD.png
jenia_ee,Jenia EE,White Death,horn_bow_(chi),plus_1_die_[action],ranged,guards_[skill],plus_1_max_range,plus_1_action,chi_[skill],plus_1_damage_[action]:ranged,plus_1_free_[action]_action,ranged,plus_1_roll_[action],ranged,iron_hide,,chi_[skill],iron_rain,https://static.wikia.nocookie.net/zombicide/images/9/91/Jenia_WD.png
lorna,Lorna,White Death,spear,search_2_cards,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,born_leader,,https://static.wikia.nocookie.net/zombicide/images/f/f3/Lorna_WD.png
lorna_ee,Lorna EE,White Death,spear,search_2_cards,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_die_[action],combat,plus_1_free_[action]_action,melee,plus_1_free_[action]_action,combat,plus_1_free_[action]_action,move,born_leader,,https://static.wikia.nocookie.net/zombicide/images/f/f3/Lorna_WD.png
ogon,Ogon,White Death,combat_shield,search_2_cards,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,chi_[skill],plus_2_dice_[action]:combat,plus_1_free_[action]_action,combat,born_leader,,chi_[skill],hit_run,https://static.wikia.nocookie.net/zombicide/images/4/4b/Ogon_WD.png
ogon_ee,Ogon EE,White Death,combat_shield,search_2_cards,,plus_1_free_[action]_action,guard_action,plus_1_action,plus_1_free_[action]_action,melee,chi_[skill],plus_2_dice_[action]:combat,plus_1_free_[action]_action,combat,born_leader,,chi_[skill],hit_run,https://static.wikia.nocookie.net/zombicide/images/4/4b/Ogon_WD.png
sarnaï,Sarnaï,White Death,ice_storm,plus_1_free_[action]_action,move,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],combat,freeze_[action],combat,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,super_strength,,https://static.wikia.nocookie.net/zombicide/images/8/84/Sarnai_WD.png
sarnaï_ee,Sarnaï EE,White Death,ice_storm,plus_1_free_[action]_action,move,guards_[skill],damage_2_[action]:ranged,plus_1_action,plus_1_die_[action],combat,freeze_[action],combat,plus_1_die_[action],combat,plus_1_free_[action]_action,combat,super_strength,,https://static.wikia.nocookie.net/zombicide/images/8/84/Sarnai_WD.png
